len=8   num=134 rssi=-104 lqi=0   crc=0 freq_offset=15   c=38   m=246  f=134 
len=22  num=93  rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=93  rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=94  rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=94  rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=94  rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=95  rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=95  rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=95  rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=96  rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=96  rssi=-45  lqi=0   crc=1 freq_offset=31   c=22   m=24   f=4   
len=22  num=96  rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=97  rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=97  rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=97  rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=98  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=98  rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=98  rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=99  rssi=-45  lqi=0   crc=1 freq_offset=30   c=22   m=24   f=4   
len=22  num=99  rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=99  rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=100 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=100 rssi=-45  lqi=0   crc=1 freq_offset=29   c=22   m=24   f=4   
len=22  num=100 rssi=-45  lqi=0   crc=1 freq_offset=32   c=22   m=24   f=4   
len=22  num=101 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=101 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=101 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=102 rssi=-45  lqi=0   crc=1 freq_offset=28   c=22   m=24   f=4   
len=22  num=102 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=102 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=103 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=103 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=103 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=104 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=104 rssi=-45  lqi=0   crc=1 freq_offset=26   c=22   m=24   f=4   
len=22  num=104 rssi=-45  lqi=0   crc=1 freq_offset=27   c=22   m=24   f=4   
len=22  num=105 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=105 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=105 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=106 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=106 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=106 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=107 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=107 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=107 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
frameCounter=75 , PDR=29%
len=22  num=108 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=108 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=108 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=109 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=109 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
frameCounter=5  , PDR=1%
len=22  num=109 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=110 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=110 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=110 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=111 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=111 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=111 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=112 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=112 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
frameCounter=9  , PDR=3%
len=22  num=112 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=113 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=113 rssi=-45  lqi=0   crc=1 freq_offset=6    c=22   m=24   f=4   
len=22  num=113 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=114 rssi=-45  lqi=0   crc=1 freq_offset=8    c=22   m=24   f=4   
len=22  num=114 rssi=-45  lqi=0   crc=1 freq_offset=8    c=22   m=24   f=4   
len=22  num=114 rssi=-45  lqi=0   crc=1 freq_offset=8    c=22   m=24   f=4   
len=22  num=115 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=115 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=115 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=116 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=116 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=116 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=22  num=117 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=117 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=117 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=118 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=118 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
frameCounter=18 , PDR=7%
len=118 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=119 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
frameCounter=2  , PDR=0%
len=22  num=119 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=119 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=120 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
frameCounter=3  , PDR=1%
len=120 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=120 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
frameCounter=2  , PDR=0%
len=22  num=121 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=121 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=121 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=122 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=122 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=22  num=122 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=123 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=123 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=123 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=124 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=124 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=124 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
frameCounter=12 , PDR=4%
len=22  num=125 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=125 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=125 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=126 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=126 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=126 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
frameCounter=6  , PDR=2%
len=127 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=127 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
frameCounter=2  , PDR=0%
len=22  num=127 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=128 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=128 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=128 rssi=-45  lqi=0   crc=1 freq_offset=24   c=22   m=24   f=4   
len=129 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=129 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=129 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=130 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=130 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=130 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=131 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=131 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=131 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=132 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=132 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=132 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=133 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=133 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=133 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=134 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=134 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=134 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=135 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=135 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=135 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=136 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=136 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=136 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=137 rssi=-45  lqi=0   crc=1 freq_offset=25   c=22   m=24   f=4   
len=22  num=137 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=137 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=138 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=138 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=138 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=139 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=139 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=139 rssi=-45  lqi=0   crc=1 freq_offset=22   c=22   m=24   f=4   
len=22  num=140 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=140 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=140 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=141 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=141 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=141 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=142 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=142 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=142 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=143 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=143 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=143 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=144 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=144 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=144 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=145 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=145 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=145 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=22  num=146 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=146 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=22  num=146 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=22  num=147 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=147 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=147 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=148 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=148 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=148 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=149 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=149 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=149 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=150 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=150 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=150 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=151 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=22  num=151 rssi=-45  lqi=0   crc=1 freq_offset=10   c=22   m=24   f=4   
len=22  num=151 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=22  num=152 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=152 rssi=-45  lqi=0   crc=1 freq_offset=7    c=22   m=24   f=4   
len=22  num=152 rssi=-45  lqi=0   crc=1 freq_offset=10   c=22   m=24   f=4   
len=22  num=153 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=153 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=22  num=153 rssi=-45  lqi=0   crc=1 freq_offset=8    c=22   m=24   f=4   
len=22  num=154 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=154 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=154 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=155 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=155 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=155 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=156 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=156 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=156 rssi=-45  lqi=0   crc=1 freq_offset=9    c=22   m=24   f=4   
len=22  num=157 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=157 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=157 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=158 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=158 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=158 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=159 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=159 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=159 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=160 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=160 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=160 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=161 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=161 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=161 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=162 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=162 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=162 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=163 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=163 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=163 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=164 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=164 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=164 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=165 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=165 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=165 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=166 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=22  num=166 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=166 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=167 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=167 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=167 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=168 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=168 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=168 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=169 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=169 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=169 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=170 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=170 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=170 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=171 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=171 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=171 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=172 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=172 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=172 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=173 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=173 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=173 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=174 rssi=-45  lqi=0   crc=1 freq_offset=23   c=22   m=24   f=4   
len=22  num=174 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=174 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=175 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=175 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=175 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=176 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=176 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=176 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=177 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=177 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=177 num=211 rssi=0    lqi=1   crc=18 freq_offset=3    c=24   m=4    f=22  
len=178 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=178 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=178 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=179 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=179 rssi=-45  lqi=0   crc=1 freq_offset=20   c=22   m=24   f=4   
len=22  num=179 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=180 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=180 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=180 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=181 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=181 rssi=-45  lqi=0   crc=1 freq_offset=9    c=22   m=24   f=4   
len=22  num=181 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=182 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=182 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=182 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=22  num=183 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=183 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=183 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=184 num=211 rssi=0    lqi=1   crc=18 freq_offset=2    c=24   m=4    f=22  
len=22  num=184 rssi=-45  lqi=0   crc=1 freq_offset=21   c=22   m=24   f=4   
len=22  num=184 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=185 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=185 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=185 rssi=-45  lqi=0   crc=1 freq_offset=11   c=22   m=24   f=4   
len=22  num=186 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
len=22  num=186 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=186 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=187 rssi=-45  lqi=0   crc=1 freq_offset=12   c=22   m=24   f=4   
len=22  num=187 rssi=-45  lqi=0   crc=1 freq_offset=9    c=22   m=24   f=4   
len=22  num=187 rssi=-45  lqi=0   crc=1 freq_offset=9    c=22   m=24   f=4   
len=22  num=188 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=188 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=188 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=189 rssi=-45  lqi=0   crc=1 freq_offset=15   c=22   m=24   f=4   
len=189 num=211 rssi=0    lqi=1   crc=18 freq_offset=1    c=24   m=4    f=22  
len=22  num=189 rssi=-45  lqi=0   crc=1 freq_offset=16   c=22   m=24   f=4   
len=22  num=190 rssi=-45  lqi=0   crc=1 freq_offset=7    c=22   m=24   f=4   
len=22  num=190 rssi=-45  lqi=0   crc=1 freq_offset=13   c=22   m=24   f=4   
len=22  num=190 rssi=-45  lqi=0   crc=1 freq_offset=10   c=22   m=24   f=4   
len=22  num=191 rssi=-45  lqi=0   crc=1 freq_offset=14   c=22   m=24   f=4   
